metric, value, unit
operation, dlio,
ranks, 120,
read threads, 0,
subfiling, NO,
chunking, NO,
collective meta, YES,
collective data, YES,
train total size, 472.500, GB
train size per rank, 3.938, GB
train emulated compute time per epoch, "2.907, 2.907, 2.907, 2.907, 2.907", "s, s, s, s, s"
train emulated compute time, 14.535, s
train metadata time per epoch, "24.700, 25.618, 25.410, 25.971, 26.006", "s, s, s, s, s"
train metadata time, 127.706, s
train raw read time per epoch, "21.784, 21.721, 23.246, 23.677, 24.353", "s, s, s, s, s"
train total raw read time, 114.782, s
train raw read rate per epoch, "185.088, 185.626, 173.446, 170.288, 165.563", "MB/s, MB/s, MB/s, MB/s, MB/s"
train avg raw read rate, 176.002, MB/s
train observed time per epoch, "113.876, 142.460, 138.102, 141.284, 155.517", "s, s, s, s, s"
train observed time, 691.238, s
train observed rate per epoch, "36.334, 28.892, 29.823, 29.138, 26.420", "MB/s, MB/s, MB/s, MB/s, MB/s"
train avg observed rate, 30.121, MB/s
train throughput samples per second per epoch, "0.553, 0.442, 0.456, 0.446, 0.405", "samples/s, samples/s, samples/s, samples/s, samples/s"
train throughput avg samples per second, 0.461, samples/s
train throughput stdev samples per second, 0.049, samples/s
train io avg, 29.474, MB/s
train io stdev, 3.165, MB/s
eval total size, 120.000, GB
eval size per rank, 1.000, GB
eval emulated compute time per epoch, "2.584, 2.584, 2.584, 2.584, 2.584", "s, s, s, s, s"
eval emulated compute time, 12.920, s
eval metadata time per epoch, "6.499, 6.683, 6.588, 6.593, 6.707", "s, s, s, s, s"
eval metadata time, 33.070, s
eval raw read time per epoch, "8.921, 8.970, 9.080, 9.856, 9.795", "s, s, s, s, s"
eval total raw read time, 46.622, s
eval raw read rate per epoch, "114.440, 113.486, 112.533, 102.996, 103.950", "MB/s, MB/s, MB/s, MB/s, MB/s"
eval avg raw read rate, 110.031, MB/s
eval observed time per epoch, "86.387, 73.484, 85.923, 98.642, 87.564", "s, s, s, s, s"
eval observed time, 432.000, s
eval observed rate per epoch, "12.219, 14.442, 12.287, 10.660, 12.050", "MB/s, MB/s, MB/s, MB/s, MB/s"
eval avg observed rate, 12.331, MB/s
eval throughput samples per second per epoch, "0.185, 0.218, 0.186, 0.162, 0.183", "samples/s, samples/s, samples/s, samples/s, samples/s"
eval throughput avg samples per second, 0.187, samples/s
eval throughput stdev samples per second, 0.018, samples/s
eval io avg, 11.956, MB/s
eval io stdev, 1.138, MB/s
