metric, value, unit
operation, dlio,
ranks, 8,
read threads, 0,
subfiling, NO,
chunking, NO,
collective meta, NO,
collective data, NO,
train total size, 63.000, GB
train size per rank, 7.875, GB
train emulated compute time per epoch, "5.814, 5.814, 5.814, 5.814, 5.814", "s, s, s, s, s"
train emulated compute time, 29.070, s
train metadata time per epoch, "0.588, 0.580, 0.579, 0.606, 0.591", "s, s, s, s, s"
train metadata time, 2.945, s
train raw read time per epoch, "4.321, 3.962, 4.067, 3.995, 4.007", "s, s, s, s, s"
train total raw read time, 20.353, s
train raw read rate per epoch, "1.822, 1.987, 1.936, 1.971, 1.965", "GB/s, GB/s, GB/s, GB/s, GB/s"
train avg raw read rate, 1.936, GB/s
train observed time per epoch, "11.033, 10.813, 10.795, 10.544, 10.543", "s, s, s, s, s"
train observed time, 53.728, s
train observed rate per epoch, "1.509, 1.575, 1.580, 1.664, 1.665", "GB/s, GB/s, GB/s, GB/s, GB/s"
train avg observed rate, 1.599, GB/s
train throughput samples per second per epoch, "11.420, 11.653, 11.672, 11.950, 11.952", "samples/s, samples/s, samples/s, samples/s, samples/s"
train throughput avg samples per second, 11.729, samples/s
train throughput stdev samples per second, 0.201, samples/s
train io avg, 750.670, MB/s
train io stdev, 12.896, MB/s
eval total size, 16.000, GB
eval size per rank, 2.000, GB
eval emulated compute time per epoch, "5.168, 5.168, 5.168, 5.168, 5.168", "s, s, s, s, s"
eval emulated compute time, 25.840, s
eval metadata time per epoch, "0.216, 0.198, 0.165, 0.201, 0.197", "s, s, s, s, s"
eval metadata time, 0.978, s
eval raw read time per epoch, "1.041, 0.997, 1.003, 0.996, 1.053", "s, s, s, s, s"
eval total raw read time, 5.089, s
eval raw read rate per epoch, "1.921, 2.005, 1.993, 2.008, 1.898", "GB/s, GB/s, GB/s, GB/s, GB/s"
eval avg raw read rate, 1.966, GB/s
eval observed time per epoch, "6.765, 8.063, 6.663, 6.547, 6.787", "s, s, s, s, s"
eval observed time, 34.824, s
eval observed rate per epoch, "1.252, 707.460, 1.338, 1.450, 1.235", "GB/s, MB/s, GB/s, GB/s, GB/s"
eval avg observed rate, 1.193, GB/s
eval throughput samples per second per epoch, "4.730, 3.969, 4.803, 4.888, 4.715", "samples/s, samples/s, samples/s, samples/s, samples/s"
eval throughput avg samples per second, 4.621, samples/s
eval throughput stdev samples per second, 0.332, samples/s
eval io avg, 295.745, MB/s
eval io stdev, 21.235, MB/s
