metric, value, unit
operation, dlio,
ranks, 16,
read threads, 0,
subfiling, NO,
chunking, NO,
collective meta, YES,
collective data, YES,
train total size, 63.000, GB
train size per rank, 3.938, GB
train emulated compute time per epoch, "2.907, 2.907, 2.907, 2.907, 2.907", "s, s, s, s, s"
train emulated compute time, 14.535, s
train metadata time per epoch, "0.543, 0.513, 0.442, 0.427, 0.547", "s, s, s, s, s"
train metadata time, 2.471, s
train raw read time per epoch, "5.055, 4.406, 4.346, 4.337, 4.567", "s, s, s, s, s"
train total raw read time, 22.711, s
train raw read rate per epoch, "797.622, 915.049, 927.829, 929.768, 882.759", "MB/s, MB/s, MB/s, MB/s, MB/s"
train avg raw read rate, 890.605, MB/s
train observed time per epoch, "8.709, 8.125, 7.789, 7.824, 8.775", "s, s, s, s, s"
train observed time, 41.223, s
train observed rate per epoch, "694.948, 772.636, 825.826, 820.058, 687.088", "MB/s, MB/s, MB/s, MB/s, MB/s"
train avg observed rate, 760.111, MB/s
train throughput samples per second per epoch, "7.234, 7.753, 8.088, 8.052, 7.179", "samples/s, samples/s, samples/s, samples/s, samples/s"
train throughput avg samples per second, 7.661, samples/s
train throughput stdev samples per second, 0.389, samples/s
train io avg, 490.329, MB/s
train io stdev, 24.925, MB/s
eval total size, 16.000, GB
eval size per rank, 1.000, GB
eval emulated compute time per epoch, "2.584, 2.584, 2.584, 2.584, 2.584", "s, s, s, s, s"
eval emulated compute time, 12.920, s
eval metadata time per epoch, "0.231, 0.102, 0.284, 0.096, 0.175", "s, s, s, s, s"
eval metadata time, 0.889, s
eval raw read time per epoch, "1.120, 1.088, 0.909, 0.961, 0.851", "s, s, s, s, s"
eval total raw read time, 4.930, s
eval raw read rate per epoch, "913.619, 941.276, 1.100, 1.040, 1.174", "MB/s, MB/s, GB/s, GB/s, GB/s"
eval avg raw read rate, 1.025, GB/s
eval observed time per epoch, "4.120, 3.904, 3.881, 3.867, 3.940", "s, s, s, s, s"
eval observed time, 19.712, s
eval observed rate per epoch, "666.574, 775.894, 789.646, 797.821, 755.278", "MB/s, MB/s, MB/s, MB/s, MB/s"
eval avg observed rate, 757.042, MB/s
eval throughput samples per second per epoch, "3.883, 4.099, 4.123, 4.137, 4.061", "samples/s, samples/s, samples/s, samples/s, samples/s"
eval throughput avg samples per second, 4.061, samples/s
eval throughput stdev samples per second, 0.092, samples/s
eval io avg, 259.877, MB/s
eval io stdev, 5.907, MB/s
